element	occurrence frequency
enabling monolingual translators	1
wide-coverage machine translation systems	1
chinese-english patent machine translation	1
analysing romanian	1
contextualized machine translation	1
dick-preston and morbo at semeval-2019 task 4	1
bilingual semantic modeling	1
analyzing newspaper crime reports	1
a sequence labeling view	1
spoken natural language dialog systems	1
span-based question answering	1
a morphologically complex target language	1
medical nli	1
extraction parameters	1
e-commerce browse pages	1
compound analysis	1
identifying arabic roots	1
a french surface expression into its semantic representation according	1
fine-grained geospatial relation extraction	1
cultural heritage appreciation	1
opinion bearing words and sentences	1
automating biomedical evidence synthesis	1
elliptical word estimation	1
support statistical mt when translating homogeneous data	1
single document summarization	1
multilingual topic creation and multilingual relevance assessment	1
multi-sentence text extraction	1
classify implicit discourse relations	1
discourse connectives prediction	1
programming languages	1
generating baseball summaries	1
building a self-extensible parser	1
sentiment dictionaries	1
multimodal person discovery at mediaeval 2015	1
a new syntactic polysemy task	1
identifying synonymous expressions	1
learning entity embeddings	1
polarity lexicon combining term frequency and bootstrapping	1
multilayer annotated corpora	1
swedish pronunciation	1
tutoring systems	1
language documentation corpora	1
machine translation between closely related south slavic languages	1
computational tasks	1
inducing the temporal structure	1
nature inspired engineering	1
language model compression	1
questions and answers	1
oracle bone script	1
content and argument	1
countering position bias	1
large-scale discriminative training	1
korean speech and noise db	1
complex and cross-domain semantic parsing and text-to-sql task	1
relaxed maximum-entropy modeling	1
japanese-english statistical machine translation	1
web people disambiguation	1
ambiguous chinese word boundary perception	1
automatic word sense induction	1
medical relation extraction	1
mt quality estimation	1
memory impairment	1
ontological and terminological knowledge acquisition	1
identifying and classifying mentions	1
reflexives and case extension	1
better language modeling	1
learning topical collocation models	1
camr at semeval-2016 task 8	1
research vs. online mt systems	1
abstract anaphora resolution	1
web snippet clustering	1
general form understanding	1
feature generation	1
identify causation	1
real-time neural semantic parsing	1
a critical edition text	1
conceptual similarity	1
semiring parsing and biparsing	1
breaking the beam search curse	1
word prediction models	1
the greek language	1
bengali corpus and their semantic analysis	1
build an opinion mining pipeline	1
semantic textual similarity computing	1
descriptive clustering	1
classifying and extracting data	1
brazilian legal documents classification	1
inferring factuality	1
njupt chinese spelling check systems	1
non-native speech assessment and its consistency	1
guiding the generation process	1
constructing taxonomy	1
cross-lingual nlu	1
analysing inconsistencies and errors	1
it-based learning	1
predicting causes	1
cross-lingual nlp	1
comparing wikipedia and german wordnet	1
dialectal speech recognition system	1
semi-supervision	1
learning multimodal representations	1
label subset selection	1
controlling the voice	1
extracting comparative sentences	1
setswana tokenisation and computational verb morphology	1
lexical processing	1
studying the brain basis of human-human and human-machine conversations	1
ranting (jointly rating and ranking)	1
a grammar writing system	1
pdf documents	1
large-scale lexicon acquisition	1
partial question-answering	1
identifying advice	1
binarizer at semeval-2018 task 3	1
extended named entity recognition	1
modeling word association tasks	1
neural and statistical mt	1
japanese language education	1
arabic text categorization	1
inflected languages. application	1
multilabel stance detection	1
combining linguistic indicators	1
database searches and speech synthesis	1
a translated historical document	1
mapping ipa segments	1
the black swan	1
analyzing the political slants	1
formulating queries	1
a training instance	1
conversational virtual human technology	1
detecting and evaluating lexical semantic change across times and domains	1
speech technologies	1
business process management	1
encoding information	1
exploring domain-specific collocations	1
designing french tale corpora	1
syntactic choice	1
incremental utterance production	1
identify plagiarism	1
combining linguistic features and emoji pre-trained cnn	1
revealing corresponding themes across multiple corpora	1
latent-variable models	1
context-based citation recommendation	1
statistical asr and mt	1
lexical entailment acquisition	1
the vocabulary-text relation	1
quotation attribution and coreference resolution	1
word embedding disruptions	1
hrg rule extraction	1
emoji prediction representation	1
revealing the structure	1
psychiatric document retrieval	1
quality deterioration owing	1
textual semantic relations	1
the it domain	1
depression online	1
tx task	1
releasing a multimodal dialogue system into the wild	1
reengineering linguistic resources	1
ingeotec at semeval-2018 task 1	1
the biomedical information extraction puzzle	1
document-level cross-domain sentiment classification	1
web-based multimodal dialog management	1
constructing multilingual tipster user interfaces	1
low-resourced language pair	1
identify constructive comments	1
searching complex entity categories	1
neural language modelling	1
osm systems at wmt13	1
clir evaluation	1
quality translation technology	1
grammar-based surface realization	1
relation classification and extraction	1
inducing probabilistic ccg grammars	1
emergent simple syntax	1
social streams)	1
thematic fit modeling	1
diversity-promoting gan	1
improved discriminative semantic parsing	1
robust automatic speech recognition	1
the bionlp 2016 shared task	1
bucc 2020	1
sighan bakeoff 2013 evaluation	1
computer-aided terminology	1
structured documentation translation	1
improved caption evaluation	1
conversation trees	1
qualitative content analysis	1
process knowledge	1
modeling user and language effects	1
representing lexical resources	1
preposition and determiner error correction	1
summarizing a multimodal set	1
type-logical grammar induction	1
grammatical correction	1
medical natural language inference	1
the genia corpus	1
annotating rhetorical relations	1
overcoming the long tail problem	1
silent speech interaction	1
sense distance and gloss similarity	1
entity instantiation identification	1
building temporal ontologies	1
social media messaging	1
sense recognition and description	1
comparing semantic representations	1
left-associative grammars	1
bulbar regression	1
exploring the leading authors and journals	1
adapt centre cone team at ijcnlp-2017 task 5	1
summarization and keyword extraction	1
noun-noun compositionality	1
the wngt 2020 duolingo shared task	1
linguistic exploration	1
exploring the functional and geometric bias	1
measuring and predicting orthographic associations	1
discriminating between similar languages and varieties	1
predict the lexical and syntactic difficulty	1
computing and evaluating syntactic complexity features	1
translating highly inflected languages	1
improved phrase-based smt	1
german verb morphology	1
